depth,density
0.0,322.79985507246374
0.1,308.4792263470684
0.2,320.64913071920444
0.30000000000000004,328.37766359120866
0.4,332.6586438984522
0.5,330.7087072314736
0.6000000000000001,324.8782401641934
0.7000000000000001,331.77233830021294
0.8,344.04533793911634
0.9,353.6523983514221
1.0,370.0788868723374
1.1,375.2877544560964
1.2000000000000002,363.92463673056807
1.3,356.64977218416846
1.4000000000000001,358.7375364135392
1.5,373.13546387775483
1.6,389.5705440093079
1.7000000000000002,391.2550875482507
1.8,397.88033568392376
1.9000000000000001,388.4535142447079
2.0,378.09616926830626
2.1,367.73882429190456
2.2,357.3814793155029
2.3000000000000003,354.5995765329209
2.4000000000000004,365.65943201822006
2.5,371.81175365059823
2.6,373.2804768374527
2.7,364.95357116748795
2.8000000000000003,360.38416123248794
2.9000000000000004,371.7100054223541
3.0,366.4412189902727
3.1,359.01258972168745
3.2,356.65073701551705
3.3000000000000003,363.5328521836978
3.4000000000000004,363.99954345221124
3.5,371.87190607541936
3.6,384.38063531654694
3.7,383.6887644316523
3.8000000000000003,365.41509377502547
3.9000000000000004,374.9004417937025
4.0,389.56797352748225
4.1000000000000005,397.4387796936514
4.2,414.9905858384385
4.3,390.79792729772083
4.4,384.7455354840228
4.5,415.26490256710315
4.6000000000000005,433.7294361568932
4.7,401.9238985345015
4.800000000000001,409.8734444278217
4.9,419.8295089465721
5.0,415.4668860539602
5.1000000000000005,416.7285673805784
5.2,421.90092108952524
5.300000000000001,427.45067698947594
5.4,424.8620677601761
5.5,428.4661362536576
5.6000000000000005,451.8015829609881
5.7,442.3953282098637
5.800000000000001,440.20854868404786
5.9,444.39339469527823
6.0,448.6441334637099
6.1000000000000005,451.75130914924915
6.2,452.7448034136498
6.300000000000001,454.2749257301109
6.4,452.46566226431486
6.5,456.56506245765854
6.6000000000000005,463.0074889760464
6.7,463.0107620011424
6.800000000000001,461.2713865988271
6.9,464.26232098838625
7.0,464.1242971616931
7.1000000000000005,459.4206780329365
7.2,460.09051367009073
7.300000000000001,466.5683546846745
7.4,474.43616464915794
7.5,477.64680039972006
7.6000000000000005,473.1272859642649
7.7,469.5499747279604
7.800000000000001,471.07534946851115
7.9,474.2385413493256
8.0,479.83404977258857
8.1,481.46609939325674
8.200000000000001,481.3379230012019
8.3,486.4561432594873
8.4,496.0953701706278
8.5,488.92900118255267
8.6,485.3923104269791
8.700000000000001,485.9368745215911
8.8,488.5131132485342
8.9,490.24880988525956
9.0,489.6394158380562
9.1,502.78290552947067
9.200000000000001,493.2819054180951
9.3,491.0484524016163
9.4,497.10069756422894
9.5,488.5083760370287
9.600000000000001,490.74940810655545
9.700000000000001,500.63879791313974
9.8,488.87464907518535
9.9,487.88385629935857
10.0,499.85408988405635
10.100000000000001,505.72351464799925
10.200000000000001,501.10894733661195
10.3,500.1707908679893
10.4,494.90091464949165
10.5,499.36339221930245
10.600000000000001,502.2297847746675
10.700000000000001,503.2130964826317
10.8,504.48327412573576
10.9,506.716997185345
11.0,504.6656524810334
11.100000000000001,508.20388153288695
11.200000000000001,514.7372894628368
11.3,511.4338782625216
11.4,510.4285720384822
11.5,512.6422477163769
11.600000000000001,515.8676770088911
11.700000000000001,520.8028164516417
11.8,517.6455000314455
11.9,511.47164858072193
12.0,517.4745082461424
12.100000000000001,518.2361905770563
12.200000000000001,518.9978729079701
12.3,519.7595552388839
12.4,520.5212375697978
12.5,521.2829199007116
12.600000000000001,522.0446022316255
12.700000000000001,522.8062845625393
12.8,523.5679668934532
12.9,524.329649224367
13.0,525.0913315552808
13.100000000000001,525.8530138861947
13.200000000000001,526.6146962171085
13.3,527.3763785480224
13.4,528.1380608789362
13.5,528.8997432098502
13.600000000000001,529.661425540764
13.700000000000001,530.4231078716778
13.8,531.1847902025917
13.9,531.9464725335055
14.0,532.7081548644194
14.100000000000001,533.4698371953332
14.200000000000001,534.2315195262471
14.3,534.9932018571609
14.4,535.7548841880747
14.5,536.5165665189886
14.600000000000001,537.2782488499024
14.700000000000001,538.0399311808163
14.8,539.3065923422587
14.9,539.3660407549079
15.0,538.3796260087098
15.100000000000001,537.947468828564
15.200000000000001,541.1245109328377
15.3,546.2688996339707
15.4,549.3487778855335
15.5,551.3372342802849
15.600000000000001,547.0749395768172
15.700000000000001,545.5261746454034
15.8,551.310662466822
15.9,547.4435275037957
16.0,543.8388999554355
16.1,540.7905628972792
16.2,568.8042044495057
16.3,546.3388913887577
16.400000000000002,553.4697421780854
16.5,554.4621686087239
16.6,550.1874243905568
16.7,555.6184260750999
16.8,552.0535912014748
16.900000000000002,547.9125697775976
17.0,550.2996910775612
17.1,550.9550333834387
17.2,550.6211811200624
17.3,553.4476744462278
17.400000000000002,555.2266284514612
17.5,557.0458525490986
17.6,552.1006565541084
17.7,553.0465042053107
17.8,560.9350903196511
17.900000000000002,555.6171542495488
18.0,557.0068037541743
18.1,559.8432837151902
18.2,558.2365099040377
18.3,560.4896143118731
18.400000000000002,558.2415663147578
18.5,558.8863063591577
18.6,559.6641190237905
18.7,565.4264523797398
18.8,564.6313894734398
18.900000000000002,570.4367499896422
19.0,568.1474231821607
19.1,561.1038927724937
19.200000000000003,564.4010769689895
19.3,548.739280201598
19.400000000000002,556.2015853768373
19.5,568.6353531133726
19.6,565.6306217372322
19.700000000000003,567.1050823657528
19.8,570.0473204652415
19.900000000000002,570.6401957036894
20.0,568.3764405586169
20.1,572.2213337307597
20.200000000000003,566.2563282307894
20.3,573.7581564112061
20.400000000000002,570.9168883502916
20.5,580.3163657665336
20.6,579.1144084160608
20.700000000000003,573.3072766568602
20.8,582.2235270894963
20.900000000000002,578.8736154697518
21.0,576.1641757812531
21.1,574.8784875170825
21.200000000000003,578.9511640315989
21.3,583.999001969033
21.400000000000002,581.318310598062
21.5,584.092211328098
21.6,587.7531978617036
21.700000000000003,585.3370545822279
21.8,582.7669858077178
21.900000000000002,587.2540904010392
22.0,582.5294980374634
22.1,586.0398842291507
22.200000000000003,582.8504069631095
22.3,586.6418146617337
22.400000000000002,586.998904335244
22.5,584.288740031537
22.6,581.3447090606651
22.700000000000003,582.8195225350668
22.8,587.9700286218801
22.900000000000002,585.661249583647
23.0,584.6885560661887
23.1,591.9248976580881
23.200000000000003,588.883134506294
23.3,593.2378141095753
23.400000000000002,588.562392448438
23.5,589.8191454426718
23.6,593.6584020617323
23.700000000000003,591.1919036850613
23.8,591.899867368281
23.900000000000002,597.3688383726425
24.0,603.4982854113031
24.1,594.4064600662263
24.200000000000003,594.3378421783661
24.3,597.3507775807193
24.400000000000002,597.1923676868116
24.5,595.1333803238144
24.6,596.6475010813934
24.700000000000003,598.1616218389725
24.8,599.6757425965513
24.900000000000002,601.1898633541304
25.0,602.7039841117094
25.1,606.1022457627118
25.200000000000003,611.3825677966105
25.3,609.260044797133
25.400000000000002,609.6540722016013
25.5,610.0480996060696
25.6,610.442127010538
25.700000000000003,610.8361544150064
25.8,611.2301818194746
25.900000000000002,611.624209223943
26.0,612.0182366284114
26.1,612.4122640328796
26.200000000000003,612.806291437348
26.3,613.2003188418164
26.400000000000002,613.6201927638334
26.5,614.1434527560449
26.6,614.6667127482565
26.700000000000003,615.1899727404681
26.8,615.7132327326797
26.900000000000002,616.2364927248913
27.0,616.7597527171027
27.1,617.2830127093143
27.200000000000003,617.8062727015259
27.3,618.3295326937375
27.400000000000002,618.852792685949
27.5,619.3760526781606
27.6,619.9356956490956
27.700000000000003,620.5398067051369
27.8,621.1439177611783
27.900000000000002,621.7480288172196
28.0,622.3521398732609
28.1,622.9562509293022
28.200000000000003,623.5603619853435
28.3,624.1644730413849
28.400000000000002,624.7685840974262
28.5,625.3726951534676
28.6,625.9768062095089
28.700000000000003,626.5809172655503
28.8,627.0910286948653
28.900000000000002,627.5608545698689
29.0,628.0306804448726
29.1,628.5005063198762
29.200000000000003,628.9703321948799
29.3,629.4401580698835
29.400000000000002,629.9099839448872
29.5,630.3798098198909
29.6,630.8496356948945
29.700000000000003,631.3194615698982
29.8,631.7892874449018
29.900000000000002,632.277000944372
30.0,632.8064522342643
30.1,633.3359035241565
30.200000000000003,633.8653548140487
30.3,634.3948061039409
30.400000000000002,634.9242573938332
30.5,635.4537086837254
30.6,635.9831599736176
30.700000000000003,636.5126112635098
30.8,637.042062553402
30.900000000000002,637.5715138432943
31.0,638.1552377226076
31.1,638.9560519596054
31.200000000000003,639.7568661966031
31.3,640.5576804336008
31.400000000000002,641.3584946705986
31.5,642.1593089075963
31.6,642.960123144594
31.700000000000003,643.7609373815918
31.8,644.5617516185895
31.900000000000002,645.3625658555873
32.0,646.1151020039065
32.1,646.4331353541199
32.2,646.7511687043334
32.300000000000004,647.0692020545468
32.4,647.3872354047602
32.5,647.7052687549736
32.6,648.0233021051871
32.7,648.3413354554006
32.800000000000004,648.6593688056139
32.9,648.9774021558273
33.0,649.284218797641
33.1,649.5897891385214
33.2,649.8953594794018
33.300000000000004,650.2009298202821
33.4,650.5065001611624
33.5,650.8120705020428
33.6,651.1176408429233
33.7,651.4232111838036
33.800000000000004,651.728781524684
33.9,652.1554238870175
34.0,652.8069142891927
34.1,653.4584046913681
34.2,654.1098950935433
34.300000000000004,654.7613854957185
34.4,655.4128758978937
34.5,656.064366300069
34.6,656.7158567022442
34.7,657.3673471044195
34.800000000000004,658.0188375065948
34.9,658.6644241332939
35.0,659.256876780708
35.1,659.8493294281221
35.2,660.4417820755363
35.300000000000004,661.0342347229504
35.4,661.6266873703645
35.5,662.2191400177786
35.6,662.8115926651927
35.7,663.4040453126069
35.800000000000004,663.996497960021
35.9,664.5889506074351
36.0,665.1803024720704
36.1,665.7654165676254
36.2,666.3505306631805
36.300000000000004,666.9356447587355
36.4,667.5207588542905
36.5,668.1058729498455
36.6,668.6909870454006
36.7,669.2761011409556
36.800000000000004,669.8612152365107
36.9,670.4463293320656
37.0,671.0314434276207
37.1,671.6165575231757
37.2,672.2137210179297
37.300000000000004,672.81151869159
37.4,673.3856308411216
37.5,683.5147429906542
37.6,669.743855140187
37.7,670.2782820851027
37.800000000000004,670.8127090300184
37.9,671.3471359749341
38.0,671.8815629198498
38.1,672.4159898647655
38.2,672.9595921215803
38.300000000000004,673.5307203140925
38.400000000000006,674.1018485066047
38.5,674.6729766991168
38.6,675.244104891629
38.7,675.8152330841413
38.800000000000004,676.3863612766535
38.900000000000006,676.9574894691656
39.0,677.5286176616778
39.1,678.09974585419
39.2,678.6708740467022
39.300000000000004,679.039351521511
39.400000000000006,679.357166316894
39.5,679.674981112277
39.6,679.99279590766
39.7,680.310610703043
39.800000000000004,680.628425498426
39.900000000000006,680.9462402938091
40.0,681.2640550891921
40.1,681.5818698845751
40.2,681.8996846799581
40.300000000000004,682.2153655040491
40.400000000000006,682.5305128353174
40.5,682.8456601665855
40.6,683.1608074978537
40.7,683.4759548291219
40.800000000000004,683.79110216039
40.900000000000006,684.1062494916582
41.0,684.4213968229263
41.1,684.7365441541946
41.2,685.0516914854627
41.300000000000004,685.401412687387
41.400000000000006,685.8153425062442
41.5,686.2292723251014
41.6,686.6432021439585
41.7,687.0571319628158
41.800000000000004,687.4710617816729
41.900000000000006,687.88499160053
42.0,688.2989214193873
42.1,688.7128512382444
42.2,689.1267810571017
42.300000000000004,689.5407108759588
42.400000000000006,689.9399882271646
42.5,690.3329859493767
42.6,690.725983671589
42.7,691.1189813938013
42.800000000000004,691.5119791160135
42.900000000000006,691.9049768382258
43.0,692.2979745604381
43.1,692.6909722826504
43.2,693.0839700048626
43.300000000000004,693.4769677270749
43.400000000000006,699.1478414655484
43.5,711.2694525572268
43.6,723.3910636489062
43.7,735.5126747405856
43.800000000000004,747.6342858322649
43.900000000000006,758.4723321091288
44.0,744.9226469045124
44.1,731.372961699895
44.2,717.8232764952776
44.300000000000004,704.2735912906602
44.400000000000006,697.0876376131378
44.5,697.6795780242842
44.6,698.2715184354308
44.7,698.8634588465774
44.800000000000004,699.4553992577239
44.900000000000006,700.0473396688704
45.0,700.639280080017
45.1,701.2312204911635
45.2,701.8231609023102
45.300000000000004,702.4151013134567
45.400000000000006,703.0650540398742
45.5,703.8503688352572
45.6,704.6356836306402
45.7,705.4209984260232
45.800000000000004,706.2063132214062
45.900000000000006,706.9916280167892
46.0,707.7769428121721
46.1,708.5622576075551
46.2,709.3475724029381
46.300000000000004,710.1328871983211
46.400000000000006,710.7110437022468
46.5,710.8058308594387
46.6,710.9006180166308
46.7,710.9954051738229
46.800000000000004,711.0901923310149
46.900000000000006,711.184979488207
47.0,711.279766645399
47.1,711.374553802591
47.2,716.2231206030159
47.300000000000004,727.526592964824
47.400000000000006,717.4306616161612
47.5,715.0314090909092
47.6,716.1326973819831
47.7,716.9801489383633
47.800000000000004,717.8276004947434
47.900000000000006,718.6750520511235
48.0,719.5225036075036
48.1,720.3699551638837
48.2,721.2174067202639
48.300000000000004,722.064858276644
48.400000000000006,722.9822193877551
48.5,723.9850255102041
48.6,724.9878316326531
48.7,725.9906377551021
48.800000000000004,726.993443877551
48.900000000000006,727.99625
49.0,728.999056122449
49.1,730.001862244898
49.2,731.004668367347
49.300000000000004,732.007474489796
49.400000000000006,732.7507142857144
49.5,733.3541875981161
49.6,733.957660910518
49.7,734.5611342229199
49.800000000000004,735.1646075353218
49.900000000000006,735.7680808477237
50.0,736.3715541601256
50.1,736.9750274725275
50.2,737.5785007849294
50.300000000000004,738.1819740973312
50.400000000000006,738.8444217687075
50.5,739.6837925170067
50.6,740.5231632653062
50.7,741.3625340136055
50.800000000000004,742.2019047619048
50.900000000000006,743.0412755102042
51.0,743.8806462585034
51.1,744.7200170068028
51.2,745.5593877551021
51.300000000000004,746.3987585034014
51.400000000000006,747.2381292517007
51.5,748.1686764705883
51.6,735.2769117647059
51.7,746.6351470588236
51.800000000000004,750.0833823529404
51.900000000000006,744.8105787524837
52.0,745.2367362574508
52.1,745.662893762418
52.2,746.0890512673852
52.300000000000004,746.5152087723524
52.400000000000006,746.9413662773196
52.5,747.4550984314358
52.6,748.0404825712193
52.7,748.6258667110029
52.800000000000004,749.2112508507864
52.900000000000006,749.7966349905699
53.0,750.3820191303535
53.1,750.9674032701371
53.2,751.5527874099206
53.300000000000004,752.1381715497042
53.400000000000006,752.7235556894877
53.5,753.0859615770567
53.6,753.3528053565336
53.7,753.6196491360106
53.800000000000004,753.8864929154877
53.900000000000006,754.1533366949647
54.0,754.4201804744416
54.1,754.6870242539186
54.2,754.9538680333956
54.300000000000004,755.2207118128725
54.400000000000006,755.4875555923495
54.5,755.5380155105897
54.6,755.3720915675931
54.7,755.2061676245966
54.800000000000004,755.0402436815999
54.900000000000006,754.8743197386033
55.0,754.7083957956066
55.1,754.5424718526101
55.2,754.3765479096135
55.300000000000004,754.2106239666168
55.400000000000006,754.0447000236202
55.5,754.1546529239876
55.6,754.3565647721427
55.7,754.5584766202979
55.800000000000004,754.7603884684532
55.900000000000006,754.9623003166084
56.0,755.1642121647636
56.1,755.3661240129189
56.2,755.5680358610741
56.300000000000004,755.7699477092294
56.400000000000006,755.9985919067854
56.5,756.467827248948
56.6,756.9370625911107
56.7,757.4062979332733
56.800000000000004,757.875533275436
56.900000000000006,758.3447686175987
57.0,758.8140039597613
57.1,759.283239301924
57.2,759.7524746440866
57.300000000000004,760.2217099862494
57.400000000000006,760.693849368816
57.5,761.177604912999
57.6,761.6613604571818
57.7,762.1451160013647
57.800000000000004,762.6288715455476
57.900000000000006,763.1126270897305
58.0,763.5963826339133
58.1,764.0801381780961
58.2,764.5638937222791
58.300000000000004,765.0476492664619
58.400000000000006,765.2470755423521
58.5,765.2569489727139
58.6,765.2668224030756
58.7,765.2766958334373
58.800000000000004,765.286569263799
58.900000000000006,765.2964426941608
59.0,765.3063161245225
59.1,765.3161895548842
59.2,765.3260629852459
59.300000000000004,765.3359364156076
59.400000000000006,765.3969133269071
59.5,765.5527967028053
59.6,765.7086800787033
59.7,765.8645634546014
59.800000000000004,766.0204468304995
59.900000000000006,766.1763302063976
60.0,766.3322135822956
60.1,766.4880969581938
60.2,766.6439803340918
60.300000000000004,766.7998637099898
60.400000000000006,766.9768515151977
60.5,767.554823477291
60.6,768.1327954393844
60.7,768.7107674014777
60.800000000000004,769.288739363571
60.900000000000006,769.8667113256644
61.0,770.4446832877577
61.1,771.022655249851
61.2,771.6006272119444
61.300000000000004,772.1785991740377
61.400000000000006,772.756571136131
61.5,772.8001583716111
61.6,772.8437456070911
61.7,777.4929950738908
61.800000000000004,772.595660098522
61.900000000000006,787.605325123154
62.0,772.23057298802
62.1,772.7748474801061
62.2,773.3191219721923
62.300000000000004,773.8633964642785
62.400000000000006,774.4076709563647
62.5,775.0105661381059
62.6,775.6238061474335
62.7,776.237046156761
62.800000000000004,776.8502861660886
62.900000000000006,777.4635261754162
63.0,778.0767661847436
63.1,778.6900061940712
63.2,779.3032462033988
63.300000000000004,779.9164862127263
63.400000000000006,780.5297262220539
63.5,781.180522831869
63.6,781.8474151276075
63.7,782.5143074233459
63.800000000000004,783.1811997190844
63.900000000000006,783.8480920148228
64.0,784.5149843105612
64.10000000000001,785.1818766062997
64.2,785.8487689020382
64.3,786.5156611977766
64.4,787.182553493515
64.5,788.1808493773734
64.60000000000001,789.261996158262
64.7,790.3431429391504
64.8,791.4242897200388
64.9,792.5054365009274
65.0,793.5865832818158
65.10000000000001,794.6677300627043
65.2,795.7488768435927
65.3,796.8300236244811
65.4,788.5818656716418
65.5,795.5694696969697
65.60000000000001,790.9854292929289
65.7,786.0763888888889
65.8,802.2805303030303
65.9,802.9423989898991
66.0,803.6042676767677
66.10000000000001,783.8852272727274
66.2,793.4611868686868
66.3,792.1715214646466
66.4,786.7051060606051
66.5,793.6942433862423
66.60000000000001,797.1514000333291
66.7,796.749273215848
66.8,796.3471463983668
66.9,795.9450195808856
67.0,795.5428927634046
67.10000000000001,795.1407659459234
67.2,794.7386391284423
67.3,794.3365123109611
67.4,794.0488861548556
67.5,793.9330109908136
67.60000000000001,793.8171358267716
67.7,793.7012606627296
67.8,793.5853854986876
67.9,803.4671875
68.0,796.4666666666667
68.10000000000001,793.2211458333323
68.2,797.545625
68.3,793.0013541666667
68.4,792.0547400990098
68.5,807.0822277227724
68.60000000000001,797.4384653465329
68.7,798.769702970297
68.8,805.1609405940594
68.9,809.5771782178217
69.0,801.0284158415841
69.10000000000001,800.7246534653489
69.2,808.0854319054354
69.3,806.9407511618509
69.4,805.7744915212461
69.5,804.5989837819186
69.60000000000001,803.4234760425909
69.7,802.2479683032633
69.8,801.0724605639358
69.9,799.8969528246081
70.0,798.7214450852805
70.10000000000001,797.5459373459528
70.2,803.6930724637682
70.3,801.957483091787
70.4,808.5063916617735
70.5,808.6441192014094
70.60000000000001,808.7818467410453
70.7,808.9195742806812
70.8,809.0573018203171
70.9,809.1950293599531
71.0,809.332756899589
71.10000000000001,809.470484439225
71.2,809.6082119788609
71.3,809.7459395184968
71.4,810.0313840470262
71.5,810.4153065681512
71.60000000000001,810.7992290892763
71.7,810.6506096256682
71.8,808.4231122994648
71.9,816.1238292589762
72.0,814.094474789916
72.10000000000001,812.0651203208555
72.2,810.0357658517952
72.3,808.0150652841783
72.4,806.0203264208908
72.5,808.1045161290322
72.60000000000001,816.7176344086033
72.7,818.000752688172
72.8,815.4088709677419
72.9,821.606989247311
73.0,813.5501075268817
73.10000000000001,823.1682258064484
73.2,814.5338440860215
73.3,814.4232887700534
73.4,823.3575401069519
73.5,828.9872914438504
73.60000000000001,828.6475427807487
73.7,828.3077941176471
73.8,827.9680454545454
73.9,827.6282967914437
74.0,827.2885481283422
74.10000000000001,826.9487994652405
74.2,826.4388861386137
74.3,825.8155297029703
74.4,825.1921732673267
74.5,824.5688168316832
74.60000000000001,823.9454603960395
74.7,823.322103960396
74.8,822.6987475247525
74.9,822.075391089109
75.0,821.4520346534654
75.10000000000001,820.8286782178218
75.2,820.3132575757577
75.3,819.9057727272728
75.4,819.4982878787879
75.5,819.090803030303
75.60000000000001,818.6833181818182
75.7,818.2758333333334
75.8,817.8683484848485
75.9,817.4608636363636
76.0,826.2328787878788
76.10000000000001,820.2993939393937
76.2,816.6201030927834
76.3,824.4686082474227
76.4,822.9771134020618
76.5,824.2674367385191
76.60000000000001,825.5577600749766
76.7,823.1866288659793
76.80000000000001,833.8023840206183
76.9,831.7567225085909
77.0,829.7110609965636
77.10000000000001,827.6653994845359
77.2,825.3415064102563
77.30000000000001,824.6162820512823
77.4,832.955641025641
77.5,824.98
77.60000000000001,830.4943589743604
77.7,835.3063495276652
77.80000000000001,835.3859716599189
77.9,835.4655937921726
78.0,835.5452159244263
78.10000000000001,835.5790874363327
78.2,835.3537054329371
78.30000000000001,835.1283234295415
78.4,834.902941426146
78.5,834.6775594227504
78.60000000000001,834.4521774193547
78.7,834.2267954159591
78.80000000000001,834.0014134125636
78.9,833.776031409168
79.0,832.1155967741937
79.10000000000001,827.2402755102023
79.2,825.8565408163263
79.30000000000001,832.603806122447
79.4,830.1294552669552
79.5,830.4346397649969
79.60000000000001,830.7398242630385
79.7,831.0450087610801
79.80000000000001,831.3501932591219
79.9,831.6553777571634
80.0,831.9676312303361
80.10000000000001,832.4141952309985
80.2,832.8607592316608
80.30000000000001,833.3073232323233
80.4,833.3753114754098
80.5,837.4729562841527
80.60000000000001,835.3816010928965
80.7,837.1462459016396
80.80000000000001,838.302716797339
80.9,837.7421442147779
81.0,836.3329499635657
81.10000000000001,834.8294644158367
81.2,834.2640223463686
81.30000000000001,846.6057541899391
81.4,837.7774860335196
81.5,841.3502178770946
81.60000000000001,843.9985497206703
81.7,843.0282815642457
81.80000000000001,839.3894134078192
81.9,838.5815753424657
82.0,839.5534931506849
82.10000000000001,840.5254109589041
82.2,841.4973287671232
82.30000000000001,842.4692465753425
82.4,843.4411643835616
82.5,844.4130821917807
82.60000000000001,845.3850000000001
82.7,846.3569178082192
82.80000000000001,847.3288356164385
82.9,848.3007534246576
83.0,849.2726712328767
83.10000000000001,850.244589041096
83.2,851.2165068493151
83.30000000000001,852.1884246575344
83.4,839.7679999999984
83.5,840.7700000000002
83.60000000000001,860.0039999999973
83.7,853.2953731343284
83.80000000000001,854.0744776119404
83.9,854.8535820895523
84.0,855.6326865671642
84.10000000000001,856.4117910447762
84.2,857.1908955223881
